"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSG00000232849",0,NA,NA,NA,NA,NA
"2","ENSG00000229558",5.1753687917662,-0.198726809151829,0.370436972409048,-0.536465914456261,0.591636587073979,0.752428632314282
"3","ENSG00000232977",28.1299826245077,-0.435371881804828,0.185812692304334,-2.34306858377442,0.0191258669701841,0.0765994743839929
"4","ENSG00000227893",0.0175552127398607,0.0714969910079239,3.22559860427183,0.0221654953946336,0.982315941510661,NA
"5","ENSG00000238230",20.2452830900804,-0.0458219790137831,0.381364988352085,-0.120152558345181,0.904362298382161,0.949816842730967
"6","ENSG00000227640",259.962107767948,0.208061570894375,0.151199405806728,1.37607399833523,0.168798724668814,0.342195200968299
"7","ENSG00000260962",0.849783661835037,-0.238124783071975,0.703426144732837,-0.338521371227132,0.734970324833427,0.851601977644843
"8","ENSG00000228741",2.37404343581323,-0.120503688183358,0.467050345067853,-0.258010061347564,0.796399142224586,0.888289821623509
"9","ENSG00000247400",213.292560303033,0.176544034248841,0.114994153975625,1.53524355930531,0.124724012247941,0.282103314125646
"10","ENSG00000261498",0.312385054684054,-1.03752962037853,1.40682909965133,-0.737495137565517,0.460821299087571,NA
"11","ENSG00000243300",0.588740682811529,-0.109313043675511,0.777475829669114,-0.140599925430523,0.888186007150322,0.940617767222042
"12","ENSG00000243008",7.21103455872562,-1.19992535351315,0.347839563681587,-3.4496517325774,0.000561310187363373,0.00597239743796209
"13","ENSG00000272329",1.28241851925351,0.106209358128716,0.631997137976251,0.168053542882827,0.866541156874086,0.928523065231719
"14","ENSG00000233124",0.530581219908506,-1.21821096707665,0.887862491873167,-1.37207166450576,0.170041129417976,NA
"15","ENSG00000226134",1.99201852352894,0.229099860921304,0.510899946047444,0.448424124319694,0.653847134442139,0.796018800187323
"16","ENSG00000270725",0.57518708226905,-0.172823509926487,0.823929285425955,-0.209755270244025,0.833858685540481,0.909501173468136
"17","ENSG00000269189",0.168707850318062,-0.633468488483169,1.88801027689227,-0.335521737480095,0.737231549937535,NA
"18","ENSG00000234056",65.5237391001306,1.06695208986847,0.290906726979389,3.66767761250176,0.000244763522398026,0.0031717036487076
"19","ENSG00000225105",1.34514208082187,-1.52012752591844,0.794474206817311,-1.91337555439102,0.055699991586396,0.162338151004497
"20","ENSG00000260509",13.4717592591601,-0.769344915629673,0.288975497540146,-2.6623188546385,0.00776043272017937,0.0398272609622805
"21","ENSG00000231983",0.187013145772334,-0.441514017756576,1.8465530463958,-0.239101724490583,0.811026704605137,NA
"22","ENSG00000228889",23.1198816958828,-0.419690765515501,0.189901438150704,-2.21004521925968,0.027102024148109,0.097623221455781
"23","ENSG00000234168",0.00972006692753879,-0.131655733618414,3.22559860427183,-0.0408159072998281,0.967442657735034,NA
"24","ENSG00000229609",0.409706876638451,0.343583907522683,1.1380043015777,0.301917933918481,0.762714624060319,NA
"25","ENSG00000260704",0.226069089024278,1.52575424616376,1.41804567638767,1.07595564202873,0.281947095147891,NA
