"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"59","ENSG00000270008",0.0455595758122164,0.00198132355580355,0.362536509396051,0.961209365545001,NA
"60","ENSG00000229152",162.7350085111,-0.0950050988372265,0.150195189234468,0.354787414870072,0.55352684183235
"61","ENSG00000233480",0.1255646688752,0.00942366219959369,0.363826973861451,0.817497644701814,NA
"62","ENSG00000225760",6.18927834077984,-0.250783601274371,0.4339102339171,0.0401693364524362,0.129408324658536
"63","ENSG00000233236",0.196856154223354,-0.0122002106474736,0.312253633441794,0.846780413667776,NA
"64","ENSG00000225870",10.4727982782918,0.0736834484840279,0.164050945753738,0.478249874675565,0.664640883374938
"65","ENSG00000226968",0.108298658909196,-0.0109698582247468,0.346799560531461,0.822598515830276,NA
"66","ENSG00000233644",0.362279147007936,-0.0657178343798956,0.309717089541208,0.39559781102645,NA
"67","ENSG00000215881",0.0828937998640883,0.000724577303540482,0.348378239953645,0.987807756401996,NA
"68","ENSG00000230300",0.762300163005777,-0.116086525790169,0.298937163335823,0.227943622136036,0.41826558383939
"69","ENSG00000226903",1.26032848344438,-0.0302371976483103,0.234966768815061,0.74633945450214,0.858338399669385
"70","ENSG00000224924",965.149305549684,0.176248005145932,0.185131252419686,0.118746574123096,0.272865507705202
"71","ENSG00000260385",2.90926272095858,0.0758363435652583,0.213295721173771,0.460904019241416,0.64905419754496
"72","ENSG00000229520",62.8966540747506,-0.0831076654388093,0.158822859807904,0.422933738536675,0.61500616539148
"73","ENSG00000224243",117.443335489067,-0.0447917492958445,0.135287893071661,0.64751100790609,0.791187581390374
"74","ENSG00000260102",0.122426809244746,-0.0116547565489525,0.330014471112267,0.834928980414895,NA
"75","ENSG00000260343",0.176544263091656,-0.00548082743915358,0.334616669103077,0.918347586866106,NA
"76","ENSG00000223626",0.132436911278605,0.0126688878760187,0.353129176933355,0.785078137441303,NA
"77","ENSG00000237527",0,0,0.400163844870585,NA,NA
"78","ENSG00000238265",0.0576028257697873,-0.00540647013300224,0.362922548566657,0.894494506475317,NA
"79","ENSG00000236581",3.89369462186253,-0.0694934565919332,0.192331040994261,0.504141357985149,0.684943940264223
"80","ENSG00000267868",47.8309205647796,-0.0662502567244499,0.136344029796432,0.501518640113875,0.68303598734597
"81","ENSG00000269356",7.97931332068133,0.279579351274022,0.23790838763343,0.0317985751246866,0.109779649518109
"82","ENSG00000233997",0.0782136910506147,0.00157223746523492,0.362514304925273,0.969212761643109,NA
"83","ENSG00000269376",7.68607379194333,0.165269307031698,0.212990780550745,0.148570377989634,0.316334608493196
"84","ENSG00000259490",0.0498937836568014,0.0082436087332489,0.36351214998739,0.839922889028033,NA
"85","ENSG00000233215",0.0937789416778234,-0.00935585444541633,0.348175205291043,0.8458198548735,NA
