,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1794,FAM118A,283.2600736,0.868301171,0.227603788,3.814968005,0.000136201,0.006043538
1796,PRR34,39.98705338,0.871135484,0.234940343,3.707900794,0.000208984,0.007895601
1496,LINC00910,173.8442796,0.872768509,0.254476582,3.429661401,0.000604335,0.015695397
444,LINC01094,266.5535503,0.874275113,0.302267934,2.892384586,0.003823296,0.046737892
1367,LOC100134368,32.68650926,0.874614031,0.251028223,3.484126291,0.000493746,0.014105592
783,FAM84B,378.4039313,0.876218123,0.254333613,3.445152657,0.000570737,0.015192028
1575,ADAT3,73.43252994,0.877133211,0.260880452,3.362203665,0.000773231,0.018057924
1656,SPACA6,299.7079217,0.878383542,0.272985703,3.217690648,0.001292271,0.024589703
1285,ITPK1-AS1,122.139042,0.879606291,0.235075832,3.741798056,0.000182708,0.007135547
1324,PLA2G4B,15.95654963,0.883363265,0.309090348,2.857945161,0.004263941,0.049702957
795,MLANA,32.8110401,0.883881308,0.229488995,3.851519359,0.000117387,0.005551272
1263,AJUBA,44.53266525,0.883917466,0.235993074,3.745522915,0.000180018,0.007062105
101,TEKT2,38.86629784,0.884040836,0.196438163,4.500351768,6.78E-06,0.000878774
281,ANKRD23,317.482122,0.886740577,0.193466355,4.583435597,4.57E-06,0.00069628
1661,ZNF600,39.81403599,0.887488593,0.295770968,3.000594,0.002694536,0.038759865
283,LYG2,21.67634427,0.888399752,0.301652782,2.945107105,0.003228429,0.042586434
904,CCDC160,15.05108759,0.890312916,0.261934829,3.398986379,0.000676361,0.016747344
1391,TBX6,27.31979685,0.892959019,0.235439316,3.792735355,0.000148997,0.006416352
630,CAHM,62.77150243,0.89375442,0.244390798,3.657070666,0.000255114,0.008987169
1640,SRRM5,47.0551674,0.894421899,0.292465631,3.058211994,0.00222662,0.034346272
1139,LOC101929549,23.52974244,0.894751709,0.243309751,3.677418213,0.000235607,0.008681228
1296,LOC100288637,25.20692414,0.894839592,0.273608388,3.270512276,0.001073529,0.021845143
1434,LLGL2,164.1716387,0.896356353,0.258223196,3.471246454,0.000518048,0.014580158
1180,LOC100130075,19.05851978,0.902322689,0.238781951,3.77885633,0.00015755,0.006546298
517,SLC25A48,125.8279178,0.904229383,0.227891311,3.967809831,7.25E-05,0.004102591
701,PVRIG,712.971643,0.904338158,0.24583889,3.678580537,0.000234536,0.008657063
1538,LOC100505549,20.82774236,0.904472202,0.227221977,3.980566548,6.88E-05,0.003930867
1657,SPACA6P-AS,45.39937278,0.906594166,0.234057369,3.87338442,0.000107334,0.00523004
1372,DNASE1L2,133.7264427,0.908327213,0.274352842,3.310799363,0.000930299,0.019985397
1137,NRIP2,313.6965242,0.913071722,0.202758662,4.503243965,6.69E-06,0.000872312
1781,SUN2,5560.12293,0.916438719,0.244363792,3.75030487,0.00017662,0.007002669
688,ELN,272.5628612,0.917294043,0.307945113,2.978758242,0.00289419,0.040180095
19,RCC1,134.0450227,0.917985979,0.218832312,4.194928845,2.73E-05,0.002206405
1475,ARGFXP2,47.67008438,0.918275368,0.253689119,3.619687637,0.000294959,0.009830561
1404,CCDC102A,57.48905658,0.920456173,0.244105219,3.77073533,0.000162767,0.006655903
1098,BLID,20.29831601,0.920687939,0.301879034,3.049857176,0.002289502,0.034903193
657,HIP1,2160.695434,0.923200651,0.264414727,3.491487263,0.000480339,0.01388833
1374,PKMYT1,34.34926105,0.927431906,0.279299399,3.320565342,0.000898353,0.019585506
1527,MIR1250,12.19678663,0.927898853,0.295606861,3.138962507,0.001695471,0.029065548
862,JADE3,141.6144275,0.927931308,0.205509057,4.515281819,6.32E-06,0.000856309
1741,C21orf62,74.3912573,0.92798451,0.212156173,4.374063202,1.22E-05,0.001309161
1616,HPN,132.9656945,0.933929649,0.32025911,2.91616888,0.003543586,0.044897627
1505,ZNF652,2006.777145,0.937647553,0.239373931,3.917082985,8.96E-05,0.004624905
604,ADCY10P1,208.1163749,0.93900955,0.239903253,3.91411762,9.07E-05,0.004660805
706,CLDN15,164.0398081,0.939892867,0.230659898,4.074799634,4.61E-05,0.003084932
848,C9orf139,124.4065702,0.942275631,0.319967523,2.94491023,0.003230484,0.042586434
1723,TUBB1,63.09977523,0.948350314,0.206647854,4.5892096,4.45E-06,0.000687331
1554,CCDC151,100.0280987,0.948929215,0.293831477,3.229501567,0.001240062,0.023855206
160,C1orf111,34.71926607,0.955163396,0.220849798,4.324945762,1.53E-05,0.001486839
227,MAP4K4,12295.46856,0.959334218,0.330065137,2.906499687,0.003654973,0.045752974
968,DDIT4,1636.820064,0.959856744,0.23678368,4.053728463,5.04E-05,0.003264761
1362,FBXL19-AS1,81.93795336,0.967059295,0.228041574,4.240714882,2.23E-05,0.001955441
370,LOC101929054,9.435008089,0.968366434,0.327598795,2.955952363,0.003117052,0.042040983
131,ITGA10,147.7631201,0.968496311,0.272858391,3.549446689,0.000386042,0.011954756
337,FAM19A4,24.82457422,0.972054951,0.326196891,2.979963872,0.002882824,0.040107599
704,SAP25,76.0210895,0.9769914,0.25379551,3.849522002,0.000118349,0.005565208
464,ANKRD37,76.08684936,0.981394909,0.313173236,3.133712579,0.001726098,0.029385944
682,EGFR-AS1,23.93812089,0.98277223,0.30258283,3.247944473,0.00116242,0.022826986
1795,MIR3619,18.77979287,0.9848818,0.292657249,3.365308069,0.000764582,0.017976737
103,GJA9-MYCBP,20.00348667,0.985366219,0.260278928,3.78580865,0.00015321,0.006467986
1368,LOC105371038,12.62917071,0.986111584,0.245718507,4.01317588,5.99E-05,0.003597779
979,OLMALINC,212.6105149,0.987347823,0.249034137,3.964708751,7.35E-05,0.004132136
565,LRRC1,266.9937156,0.988678982,0.252662155,3.913047367,9.11E-05,0.004670016
1201,P2RX7,1358.720207,0.989926042,0.18212947,5.435287568,5.47E-08,3.26E-05
1449,MIR324,8.238710355,0.990321333,0.339360769,2.91819628,0.003520627,0.044824584
21,COL8A2,87.45161922,0.991262532,0.282523331,3.508604157,0.000450465,0.013268988
1582,CAPS,296.4640162,0.992436297,0.221983407,4.470767924,7.79E-06,0.00097917
74,HSPB7,40.95851366,0.992766126,0.263941993,3.7613042,0.00016903,0.006825135
170,RPS10P7,31.29900446,0.994633652,0.275756503,3.606927275,0.000309844,0.010224377
385,ZBTB20-AS1,51.84329999,0.996362419,0.297638576,3.347558072,0.000815269,0.018534858
133,MIR5087,5.91331303,0.997088093,0.349118336,2.856017544,0.004289914,0.049874374
1150,REP15,24.67872078,0.998108449,0.315756617,3.161005643,0.001572255,0.027717133
1466,FAM106B,21.43591329,0.999130989,0.240940768,4.146790916,3.37E-05,0.002547693
1386,NUPR1,355.7108759,0.999461942,0.300568304,3.325240648,0.000883422,0.019373056
939,SH3PXD2A-AS1,14.33922601,1.00136457,0.310872964,3.221137522,0.001276829,0.024370216
787,MROH6,87.52484553,1.002392943,0.323638185,3.097264136,0.001953158,0.031897495
23,ERI3-IT1,79.15536024,1.005140922,0.189458722,5.305329383,1.12E-07,5.72E-05
237,FZD7,166.6904064,1.005361803,0.349243347,2.878685629,0.003993362,0.047918045
466,MAN2A1,3062.848481,1.006638569,0.345102321,2.916927845,0.003534975,0.04488915
1685,TLDC2,35.36468784,1.009321825,0.285061315,3.54071834,0.000399039,0.012238184
1191,FAM222A,635.6730012,1.016595813,0.275504498,3.689942704,0.000224305,0.008323615
544,FKBP5,1411.506335,1.016800838,0.23022236,4.416603317,1.00E-05,0.001174722
590,HCG9,9.136258893,1.01721918,0.334557197,3.040494086,0.002361903,0.035724631
105,SLC6A9,474.8693217,1.017855878,0.212150033,4.797811538,1.60E-06,0.000367138
723,DOCK5,2623.404539,1.018984512,0.351385919,2.899901381,0.003732801,0.046282736
1508,SGCA,43.72895637,1.019539871,0.302695608,3.368201731,0.000756602,0.017869691
186,ITPKB-IT1,49.30801996,1.022724621,0.295188678,3.464647178,0.000530928,0.014707608
1151,SLC38A2,1933.050834,1.023618428,0.17228981,5.941259238,2.83E-09,3.93E-06
1007,PPFIBP2,428.0353707,1.028313595,0.249012406,4.129567724,3.63E-05,0.002650233
463,SLED1,16.99275294,1.028344765,0.332485584,3.092900309,0.001982107,0.032168749
831,NRON,79.27411976,1.030659628,0.260005486,3.96399185,7.37E-05,0.004132136
1348,ASB9P1,15.71849349,1.032467354,0.32257237,3.200730903,0.001370795,0.025343907
39,NUP210L,93.04620325,1.033031205,0.354430027,2.91462666,0.003561143,0.045016751
817,PCA3,100.7451967,1.035694464,0.29301022,3.534670106,0.000408285,0.012485006
662,SLC26A5,10.94146584,1.037329998,0.346884714,2.99041715,0.002785967,0.039479238
1255,CLMN,2104.769194,1.038503392,0.322968741,3.215491961,0.001302211,0.024621595
951,C10orf111,13.98294395,1.047339392,0.35469704,2.952771731,0.003149348,0.042183457
1420,ABCA6,287.9602469,1.04878102,0.322578948,3.251238263,0.001149035,0.022692357
1447,CLDN7,9.799302612,1.05061788,0.342626024,3.066369181,0.002166756,0.033798661
1379,C16orf71,76.46973097,1.051353933,0.269761761,3.897342334,9.73E-05,0.004863871
1341,CHRNA5,8.329528426,1.057328827,0.357712766,2.955804009,0.003118552,0.042040983
1330,LINC00926,36.39510409,1.059932623,0.362199293,2.926379604,0.003429322,0.044281142
176,CDK18,2313.699937,1.062756501,0.319121882,3.33025267,0.000867672,0.019189079
816,FAM95C,144.255819,1.065713701,0.35627099,2.991300806,0.002777917,0.03943813
518,MYOT,119.1735185,1.066087641,0.300285987,3.550241066,0.000384879,0.011944408
1651,PTOV1-AS2,134.6144779,1.066175987,0.241367444,4.417231962,1.00E-05,0.001174722
1523,TMC6,893.4799548,1.066559611,0.35522781,3.002466535,0.002678014,0.038704079
1507,HILS1,29.64912524,1.067450047,0.310500905,3.437832317,0.000586391,0.01549022
740,CA3-AS1,16.98900244,1.067685005,0.270778357,3.94302195,8.05E-05,0.004327228
873,MID1IP1,2206.790587,1.0682292,0.285104105,3.746803991,0.000179102,0.007047492
847,MAMDC4,465.375807,1.068430972,0.335319232,3.186309853,0.001441002,0.02606426
376,MAGI1-AS1,12.74567202,1.073054046,0.334442381,3.208487039,0.001334353,0.024913104
856,PRKX,347.5342202,1.075447373,0.17181144,6.259463137,3.86E-10,1.34E-06
1309,IL16,321.3261769,1.077808186,0.365339594,2.950154333,0.003176152,0.042297992
842,LOC100130548,54.39275622,1.078781721,0.30292075,3.561267169,0.000369069,0.011733141
1445,KIF1C,7536.754422,1.081474139,0.32276342,3.350671337,0.000806159,0.01847522
700,MCM7,785.0639407,1.081867486,0.31191886,3.468426007,0.000523517,0.014666999
829,WDR38,12.67844045,1.082514448,0.280277895,3.862289774,0.000112329,0.005361223
1136,LOC283440,29.41195383,1.082856696,0.259598922,4.171268081,3.03E-05,0.002392868
645,DNAH11,93.18263363,1.084263622,0.234352992,4.62662589,3.72E-06,0.000610331
1419,MC1R,127.2727071,1.086091224,0.238137939,4.560765193,5.10E-06,0.000748541
1127,CPM,439.3668202,1.091016374,0.230167678,4.740093758,2.14E-06,0.000428368
987,FAM53B-AS1,51.01790074,1.093108187,0.248389397,4.400784412,1.08E-05,0.001210306
937,ABCC2,31.35942961,1.094597709,0.257865412,4.244841143,2.19E-05,0.001933049
1409,RRAD,38.53733918,1.095961952,0.352789503,3.106560551,0.001892775,0.031254023
1743,SLC5A3,1719.272973,1.096805801,0.287411129,3.81615633,0.000135547,0.006027346
1292,LINC00638,43.72634469,1.098085751,0.272150497,4.034847496,5.46E-05,0.003411589
1733,MIR1914,9.014060239,1.105869206,0.359286653,3.077957942,0.002084243,0.033004559
1095,TMPRSS5,361.2653888,1.106721525,0.338324588,3.271182656,0.001070987,0.021833271
454,CCNA2,56.98145053,1.107800317,0.231646474,4.782288718,1.73E-06,0.000376499
1453,SLC35G6,20.05337792,1.113195325,0.346911095,3.20887784,0.001332541,0.024913104
631,C6orf118,27.41433255,1.113486773,0.226933349,4.906668745,9.26E-07,0.0002509
318,MGC16025,74.07010397,1.113584593,0.245864473,4.529261919,5.92E-06,0.00082294
1377,C16orf90,8.605907287,1.116908278,0.379365292,2.944149877,0.003238431,0.042624186
1321,SPINT1,20.79357625,1.117222338,0.37148919,3.007415471,0.002634794,0.038359526
882,FOXO4,1649.261137,1.119703999,0.278116833,4.02602024,5.67E-05,0.003479645
1797,PRR34-AS1,79.91897055,1.120188049,0.278299158,4.025121948,5.69E-05,0.003479839
1078,LOC101928069,14.00808712,1.121220617,0.311526374,3.599119403,0.000319297,0.010437194
420,LINC01088,31.86507541,1.129964963,0.376577704,3.000615676,0.002694344,0.038759865
1339,SH2D7,23.17009088,1.130558827,0.319996268,3.533037543,0.000410814,0.012526081
1207,FZD10-AS1,37.40875049,1.131739256,0.376436044,3.006458264,0.002643103,0.038385738
1221,SHISA2,27.80261867,1.13274185,0.368770529,3.071671297,0.00212864,0.033410041
714,FEZF1,6.621488799,1.13356562,0.390460192,2.903152848,0.003694263,0.046082506
1775,SMTN,594.4467877,1.140341675,0.316512758,3.602830052,0.000314771,0.01035419
1569,PLPP2,238.6501947,1.144966947,0.351029737,3.261737754,0.001107315,0.022193076
1121,LMNTD1,16.68283962,1.146826256,0.395045113,2.903026056,0.003695759,0.046082506
1486,KRT19,15.68879202,1.147356972,0.397196291,2.888639689,0.003869121,0.04712605
1375,CLDN9,68.72389236,1.151061258,0.357241227,3.222084045,0.001272618,0.024326717
1192,FAM222A-AS1,20.48448532,1.152679542,0.379104099,3.040535685,0.002361577,0.035724631
56,SAMD11,61.90355872,1.156753657,0.34979347,3.306961838,0.000943137,0.020117457
58,ATAD3C,76.92741638,1.158125177,0.281131363,4.119516105,3.80E-05,0.002693195
1580,UHRF1,113.4887553,1.162981559,0.29170324,3.986865419,6.70E-05,0.003878565
321,BOK,1270.3628,1.164721418,0.340215244,3.423483917,0.000618239,0.015937425
1769,ADORA2A-AS1,60.03800567,1.171145223,0.390588302,2.998413467,0.002713892,0.038964999
1779,LGALS2,9.758700297,1.173061282,0.400769965,2.927018951,0.00342228,0.044266275
436,QDPR,3980.792657,1.179010948,0.307700453,3.83168415,0.000127269,0.005820606
390,KLF15,847.5754213,1.179022978,0.142817088,8.25547555,1.51E-16,3.16E-12
1130,STAB2,53.68669045,1.180232411,0.305298962,3.865825166,0.000110714,0.00532015
1653,SIGLEC16,13.73100653,1.181548244,0.393126458,3.005516975,0.002651298,0.038424475
1396,PRSS8,18.92282676,1.190775639,0.281160373,4.235218595,2.28E-05,0.001973671
840,CEL,39.50855992,1.197499305,0.371913233,3.219835167,0.001282643,0.02445112
1290,AMN,14.79969747,1.201477502,0.360973552,3.32843638,0.000873349,0.019275443
1187,GAS2L3,36.06552994,1.207012096,0.19549403,6.174163462,6.65E-10,1.65E-06
218,LOC101927043,19.1906794,1.208585087,0.339868502,3.556037348,0.000376491,0.0118001
1645,HIF3A,1339.433009,1.209694413,0.291377633,4.151637867,3.30E-05,0.002531002
111,FOXD2,11.68705443,1.213662574,0.404854289,2.997776251,0.002719573,0.038997001
1608,ARRDC2,1290.141835,1.213705064,0.356783769,3.401794502,0.00066945,0.016680252
1759,BCRP3,8.791429403,1.215718047,0.397496643,3.058436009,0.002224956,0.034346007
1046,OVCH2,8.852214967,1.222227866,0.361164184,3.384133647,0.000714032,0.017217063
1455,ALOX15B,48.49177305,1.224726896,0.356455248,3.435850369,0.000590697,0.015535826
1502,LRRC46,47.31001148,1.227181534,0.329567811,3.723608593,0.000196395,0.007542955
1167,NPFF,35.66319833,1.227838407,0.295732722,4.151851703,3.30E-05,0.002531002
1417,LINC00304,22.29482279,1.228014611,0.386264111,3.179209706,0.001476772,0.026481584
1358,ERN2,5.281457733,1.230174323,0.429437817,2.864615725,0.004175156,0.049292367
1578,TJP3,65.25954771,1.231524065,0.215951019,5.70279349,1.18E-08,1.07E-05
671,LOC101927354,13.12776986,1.239386542,0.365825845,3.38791411,0.000704263,0.017078381
1617,HPN-AS1,187.8487698,1.243143634,0.431356576,2.881939681,0.003952354,0.047586902
1717,LOC149684,10.3059063,1.244125731,0.387547605,3.210252662,0.001326183,0.024849556
386,LOC101929754,9.383431031,1.257685103,0.405560986,3.101099829,0.001928033,0.031610946
986,LINC01561,113.3717886,1.261919351,0.327513296,3.853032427,0.000116664,0.005529605
562,CYP39A1,27.26384078,1.263379332,0.325239068,3.884463631,0.000102556,0.005032485
1623,OVOL3,25.50635073,1.26670716,0.313293836,4.043192086,5.27E-05,0.003342403
872,FANCB,184.2844936,1.272509012,0.370503633,3.434538555,0.000593564,0.015546849
457,MIR3139,6.104269097,1.277304197,0.367052296,3.479897034,0.000501607,0.014290989
418,DTHD1,15.50535954,1.282972823,0.388262893,3.304392064,0.000951826,0.020214191
1721,BMP7-AS1,10.78230443,1.286231896,0.424285232,3.03152643,0.002433206,0.036271991
177,SLC45A3,298.254125,1.289924648,0.451870192,2.854635402,0.004308626,0.049892503
1239,SLC10A1,46.33344588,1.291781807,0.343453,3.761160358,0.000169127,0.006825135
1089,THRSP,23.3239159,1.29602729,0.339024146,3.822817066,0.000131936,0.005920704
1439,SERPINF2,50.50773427,1.297324361,0.306709621,4.229813062,2.34E-05,0.002007277
715,FEZF1-AS1,22.35783327,1.300284721,0.440724843,2.950332255,0.003174324,0.042297992
1562,ACP7,62.24675543,1.305683128,0.45514351,2.868728432,0.004121255,0.048917911
582,LINC01108,6.774360022,1.312624066,0.39613168,3.313605378,0.000921014,0.019876613
557,SCGN,6.81972171,1.320278718,0.414145445,3.187959044,0.001432808,0.025948828
1524,TNRC6C-AS1,312.6727645,1.325414596,0.326200133,4.063194523,4.84E-05,0.003164577
1083,MRGPRF,65.19842704,1.328786877,0.290336305,4.576716217,4.72E-06,0.000713802
229,TFCP2L1,66.99764548,1.341107524,0.312754912,4.288046239,1.80E-05,0.001676557
84,LDLRAP1,400.7569228,1.344752321,0.363306164,3.701429963,0.000214388,0.00803859
883,ITGB1BP2,10.5847009,1.345041329,0.320095756,4.20199676,2.65E-05,0.002155323
541,MIR340,5.269414806,1.350578592,0.400135521,3.375302923,0.000737345,0.017514039
1177,MIR6758,3.933061214,1.36353905,0.442251503,3.083175614,0.002048043,0.032722866
1072,NEAT1,30374.82715,1.373618917,0.261970835,5.243403964,1.58E-07,7.47E-05
490,LOC101929284,10.62133004,1.381328658,0.438666703,3.148925253,0.001638721,0.028432219
1034,LMNTD2,39.82172662,1.388527476,0.383529461,3.620393259,0.000294156,0.009830561
273,LBX2,18.89841555,1.390589173,0.306375668,4.538836846,5.66E-06,0.000802497
1351,CLEC18B,26.38367323,1.396490108,0.464014221,3.009584715,0.002616051,0.038208621
181,SERTAD4-AS1,18.76370927,1.397192062,0.322010115,4.338969487,1.43E-05,0.001413129
1643,GIPR,65.2128315,1.399512993,0.411930404,3.397450099,0.00068017,0.016767073
437,LOC100505912,7.79306141,1.401014277,0.429628719,3.260988422,0.001110246,0.022193076
758,GNRH1,40.47375989,1.402792904,0.237244573,5.912855609,3.36E-09,4.32E-06
145,S100A4,38.67766213,1.40705198,0.342070256,4.113342083,3.90E-05,0.002732606
280,ADRA2B,29.96201985,1.408252701,0.273772973,5.143870434,2.69E-07,0.000105902
988,LINC00601,41.93212684,1.409650913,0.463910245,3.038628548,0.002376577,0.035811785
4,CLCA4,90.38665799,1.410149262,0.434538326,3.245166604,0.001173819,0.023007519
1371,RNF151,5.381526865,1.411814556,0.470869012,2.998316982,0.002714752,0.038964999
501,LOC441081,18.40316263,1.416274441,0.484941939,2.920503109,0.003494667,0.044669108
1048,KRT8P41,4.599786448,1.416944919,0.461527497,3.070120261,0.002139726,0.03352666
1260,MIR6717,26.18801152,1.420488293,0.35541025,3.996756685,6.42E-05,0.003761881
1711,ZNF341-AS1,6.539149429,1.425690092,0.393563794,3.622513337,0.000291754,0.009797968
486,ADAMTS2,215.5554517,1.428749859,0.299392227,4.772167508,1.82E-06,0.00038393
945,AKR1C2,55.82314359,1.42920514,0.284971794,5.015251227,5.30E-07,0.000167359
844,LCN6,7.088985724,1.434843771,0.457544141,3.135967973,0.001712879,0.029232482
694,LOC100506136,36.55661272,1.440591202,0.277163102,5.197629811,2.02E-07,8.96E-05
276,SH2D6,37.83077963,1.447568378,0.313371282,4.619339614,3.85E-06,0.00062722
1430,NGFR,112.1134815,1.449427418,0.440201904,3.292642321,0.000992507,0.020823665
664,LAMB4,8.939641044,1.453657506,0.332579023,4.370863485,1.24E-05,0.001316803
1746,LINC00323,8.704780474,1.453674643,0.444241486,3.272262244,0.001066906,0.021792671
699,AZGP1,162.5593044,1.455109817,0.363610317,4.001838643,6.29E-05,0.003734421
1071,MIR194-2HG,7.838095229,1.455550533,0.508353221,2.863266074,0.004192983,0.049292367
703,C7orf61,71.586371,1.474711372,0.31014817,4.754860794,1.99E-06,0.000410045
1415,LOC101928708,4.920616477,1.47508243,0.485727699,3.036850552,0.00239064,0.035919875
320,BOK-AS1,5.882924708,1.477594023,0.439153463,3.364641632,0.000766431,0.017985906
309,SLC23A3,16.58128883,1.498065555,0.416069034,3.600521624,0.000317579,0.010413709
1800,LOC284933,79.43696555,1.504478244,0.435259017,3.456512526,0.000547214,0.014892165
1639,CD177,27.3957623,1.508961593,0.514827268,2.931005574,0.003378667,0.043901623
1768,ADORA2A,17.01666744,1.516339135,0.468893696,3.233865477,0.00122127,0.023567887
950,OLAH,8.573325084,1.529088576,0.406486898,3.761716758,0.000168751,0.006825135
219,STON1,54.21295474,1.531148895,0.412434308,3.712467328,0.000205249,0.007796828
978,C10orf62,10.28362299,1.542442051,0.364778106,4.228439227,2.35E-05,0.002011294
172,OPTC,12.9439036,1.557341857,0.447391042,3.480941082,0.000499655,0.014254874
819,LOC100129316,35.21514497,1.561590996,0.325272824,4.800865252,1.58E-06,0.000366078
1553,LOC101927651,7.283075622,1.565169367,0.457275355,3.422815924,0.00061976,0.015956915
1429,LOC102724596,32.00828466,1.568813095,0.286631246,5.473280105,4.42E-08,2.98E-05
338,PROK2,6.282061834,1.571370294,0.458613793,3.426347656,0.000611757,0.015847548
600,MIR5690,8.783232312,1.575217315,0.381202766,4.132229502,3.59E-05,0.002650233
423,LOC105377448,4.516766507,1.595125059,0.528016133,3.020977883,0.002519598,0.037240403
1423,KIF19,630.5236199,1.606343564,0.432268837,3.71607534,0.000202341,0.007700415
1365,CLEC18A,8.578996108,1.61183331,0.46372331,3.475851388,0.000509234,0.014429461
870,LINC01546,9.662532952,1.613939593,0.427157939,3.778320487,0.00015789,0.006546298
304,CXCR2,20.77086425,1.615238781,0.457739934,3.528725944,0.000417565,0.012624346
1734,UCKL1-AS1,182.1705748,1.625763382,0.37796834,4.301321594,1.70E-05,0.001602178
820,LINC00484,8.253968932,1.636237353,0.364152807,4.493271298,7.01E-06,0.00090291
108,FAAHP1,23.19513535,1.637445961,0.322449568,5.07814593,3.81E-07,0.000134722
1359,SLC5A11,383.0247153,1.658558503,0.567846994,2.920784158,0.003491516,0.044669108
1585,SH2D3A,12.37981235,1.660029348,0.392021485,4.234536657,2.29E-05,0.001973671
681,LINC01445,8.615793679,1.673512058,0.485790217,3.444927456,0.000571213,0.015192028
137,HIST2H2BC,10.37355097,1.688543292,0.432672851,3.902586648,9.52E-05,0.004794139
746,PKHD1L1,19.67042977,1.70801114,0.550243245,3.104101965,0.001908575,0.031415423
674,LOC102724484,35.79813762,1.716780723,0.517110801,3.319947525,0.000900344,0.019585506
1521,FOXJ1,102.5280313,1.745130587,0.453369588,3.849244928,0.000118482,0.005565208
305,CXCR1,18.46771556,1.745966531,0.436607838,3.998935378,6.36E-05,0.003752232
191,SNRPD2P2,3.116137725,1.768592627,0.528728006,3.344995172,0.00082284,0.018632279
510,LINC01338,19.29003276,1.778508109,0.384251586,4.628499068,3.68E-06,0.000609637
1570,GZMM,12.18468259,1.841609663,0.457585176,4.024627019,5.71E-05,0.003479839
1286,SERPINA5,35.72188658,1.867408339,0.464976312,4.016136503,5.92E-05,0.003576179
396,GRK7,3.326642404,1.868429976,0.549778578,3.398513602,0.000677531,0.016747344
846,MIR4479,2.601424316,1.8904215,0.573408712,3.296813359,0.000977885,0.02062061
65,LINC01134,6.128063598,1.976602118,0.553021487,3.574186835,0.000351318,0.011341698
1220,LINC00463,18.84537384,2.055362384,0.398335768,5.159874028,2.47E-07,9.91E-05
358,SGO1,13.89788912,2.061923687,0.369665209,5.577813748,2.44E-08,1.88E-05
1230,LINC01068,3.839509311,2.072624612,0.586642575,3.533027949,0.000410829,0.012526081
350,GMNC,5.548893462,2.151642395,0.472382168,4.554876414,5.24E-06,0.000764436
110,CYP4B1,8.934977612,2.157137251,0.451343883,4.779365209,1.76E-06,0.000378076
1605,OR7A5,22.54927571,2.181686306,0.623294284,3.500250782,0.000464821,0.013557951
1644,NANOS2,3.463345632,2.213734146,0.691771955,3.200092359,0.001373836,0.025360653
503,LOC340090,2.845719048,2.394086852,0.77651894,3.083101685,0.002048551,0.032722866
1634,MIA,2.387692252,2.502812601,0.789428639,3.17041019,0.001522239,0.027041133
1568,NLRP4,7.304683031,2.657324184,0.874816487,3.037578992,0.002384869,0.035884878
1184,LOC100507616,5.383616497,2.733595573,0.702859968,3.889246361,0.000100556,0.004981224
651,NPC1L1,33.88553085,3.296196643,0.706982757,4.66234376,3.13E-06,0.000547293
1402,IRX5,2.412092439,3.373160573,1.08160843,3.118652258,0.001816802,0.030384455
