"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSG00000227640",255.73968833845,0.318787342244534,0.133445209191237,2.38890061454126,0.0168988730911673,0.0462530229961573
"2","ENSG00000243008",6.0282602282811,-1.08559789921704,0.327361981496208,-3.31620029380112,0.000912504038372611,0.00470064061332965
"3","ENSG00000234056",65.6121500532465,1.02732867894269,0.274220507026432,3.74635978207009,0.000179419216089579,0.00136884379443185
"4","ENSG00000260509",12.4743486994038,-0.56476071538903,0.221943641818697,-2.54461317639537,0.0109398853460526,0.0328226793586901
"5","ENSG00000228889",21.6371272168444,-0.412404071182562,0.162359635121164,-2.54006527468971,0.0110831781660588,0.0331571856020947
"6","ENSG00000233532",42.575478558357,-0.805999684786963,0.223943536415118,-3.59912010719034,0.000319295703664145,0.00209670914437063
"7","ENSG00000237879",14.3276960718564,-0.850836051895755,0.28970609232856,-2.9368938880678,0.00331517517750405,0.0129209116189455
"8","ENSG00000224924",979.081416049469,0.644641178767233,0.231921201010382,2.77956985372103,0.00544309453332081,0.0190091939377881
"9","ENSG00000229520",53.2125436928636,-0.675713283550902,0.197883033915861,-3.41471054986054,0.000638498238486592,0.00357220104412764
"10","ENSG00000224243",99.8806009987016,-0.525001697228393,0.179159456061449,-2.93035996407762,0.00338569555184978,0.0131421775908015
"11","ENSG00000236581",3.32672980694661,-0.694258485355982,0.286238244107484,-2.42545676424455,0.0152891367805827,0.0428462863857501
"12","ENSG00000269376",9.5015304359734,1.12057615296884,0.23973787147877,4.67417244533295,2.95141269356264e-06,6.62709656828601e-05
"13","ENSG00000273321",33.4410224891327,0.699774400162858,0.21213190611351,3.29877015194694,0.000971093889372815,0.00494381280655379
"14","ENSG00000229373",9.53784831922285,0.870021231823814,0.267806249384318,3.24869652528265,0.0011593509290047,0.00566066712873378
"15","ENSG00000138593",5141.44214861921,-0.303122530314539,0.125676454226215,-2.41192777263532,0.0158684247317846,0.044054610177885
"16","ENSG00000215483",5.82666377575268,1.29915901864811,0.339793349902621,3.82337976602671,0.000131634795220812,0.00108634979423394
"17","ENSG00000265485",3.82794499137484,-1.36998943636735,0.4133259393091,-3.31454986507106,0.000917908064161367,0.00472399568550267
"18","ENSG00000266573",5.64005998320907,-1.54146818699355,0.404953547773641,-3.80653088599484,0.00014092969983713,0.00114094204793572
"19","ENSG00000264345",2.46194696605835,-1.18582029684548,0.403108034368581,-2.94169353062616,0.0032642280208089,0.0127635841915764
"20","ENSG00000270522",4.79556415453496,0.798017440504162,0.321714994234226,2.48051055998703,0.0131194377664266,0.0379664603788379
"21","ENSG00000168675",2116.71472329597,-0.356674294015522,0.136498602510615,-2.6130252431543,0.00897446733822413,0.0281674774956433
"22","ENSG00000226519",9.79291156219288,-1.34719020989361,0.429021292179745,-3.14014766737774,0.00168862693641324,0.0076119007236536
"23","ENSG00000265369",37.3905527068856,-0.579347031122607,0.167233378174921,-3.46430262573914,0.00053160809317772,0.00313833782685368
"24","ENSG00000237361",9.1135847262351,-0.835342650703626,0.222057315946168,-3.7618335029598,0.00016867232078516,0.00130799360757435
"25","ENSG00000188992",6.54210412149679,-0.991299412587134,0.310599016948225,-3.19157292359486,0.00141500386440791,0.00663045351196513
"26","ENSG00000185272",279.701258051202,-0.453166558656094,0.149669962479555,-3.02777224734052,0.00246363686961507,0.0101716956360434
"27","ENSG00000155304",1665.61499526121,-0.528123998449334,0.136396836693314,-3.87196661779491,0.000107960740897895,0.000939176590353487
"28","ENSG00000251015",9.69028576886278,1.18381729859867,0.271789642926194,4.35563800685421,1.3267989031299e-05,0.000194391258999052
"29","ENSG00000166200",1817.23527030171,-0.225133084605743,0.0742132879865802,-3.03359534004818,0.00241658338733958,0.0100174255611501
"30","ENSG00000260325",14.972021981998,1.65487020021156,0.238514425876493,6.93823945503608,3.97016373112947e-12,4.59288070562789e-09
"31","ENSG00000180530",685.243926935355,-0.490845673706579,0.118000136737402,-4.15970427897818,3.18659906521535e-05,0.000375016940395777
"32","ENSG00000261371",1589.20336493236,0.715043892416245,0.201172835745859,3.55437596614464,0.000378877175065718,0.0023928330721937
"33","ENSG00000263688",1.5907715578551,-1.16936700753992,0.466952278451938,-2.50425377817334,0.0122709982105159,0.035976260349032
"34","ENSG00000155313",1131.56067318607,-0.340620675440685,0.104434508969817,-3.26157204932259,0.00110796272038448,0.00547003059293045
"35","ENSG00000101638",2537.37741398073,-0.428635326419552,0.161964018163987,-2.6464848876839,0.00813331392203033,0.026050840122296
"36","ENSG00000154639",761.694835535821,-0.32950447352238,0.115398301811663,-2.85536674586555,0.00429871576523435,0.0158334207651456
"37","ENSG00000101654",1820.47634243057,-0.45172860073345,0.0857902776772776,-5.26549876004299,1.39809263295218e-07,7.55143913912706e-06
"38","ENSG00000078043",1252.47131754732,-0.390935070028842,0.0767954987107744,-5.09059875372609,3.56934617784828e-07,1.47061126299088e-05
"39","ENSG00000140416",2537.4025903737,-0.340549104486847,0.138470138515176,-2.45936855511647,0.0139181654150225,0.0397638323232084
"40","ENSG00000247556",11190.245442571,-0.478852926963265,0.106707295143084,-4.48753692351748,7.2051327617622e-06,0.000126471340061554
"41","ENSG00000140577",1342.39513094956,0.336545886135117,0.139903149973342,2.40556332147807,0.0161475532950278,0.0446713475195789
"42","ENSG00000166140",906.971941977363,0.343683575471423,0.0903657971068375,3.80324842445746,0.000142811014727602,0.00115364218848671
"43","ENSG00000260428",155.233248833103,0.839813307374689,0.201403253742009,4.16981002923847,3.04853646842603e-05,0.000363297872332241
"44","ENSG00000260926",4.77194120590305,1.16066207064961,0.336375693300899,3.45049328404166,0.000559563089613943,0.00324893523303578
"45","ENSG00000267586",9.68555149633689,-0.943398151703081,0.261560605234959,-3.60680520239518,0.000309990198018573,0.00205249305394959
"46","ENSG00000167216",290.368639218705,0.311595531840484,0.0939450575843216,3.31678472346252,0.000910597510073588,0.00469416043120319
"47","ENSG00000087589",50.4200183588279,0.646323086343178,0.187107136642291,3.45429414367453,0.000551735249836146,0.00321606106837375
"48","ENSG00000154654",3044.34489744666,-0.328413435069034,0.118957883141982,-2.76075386006203,0.0057668120426287,0.0199037974696546
"49","ENSG00000259234",32.6271337266042,-0.720753924178239,0.225858601500049,-3.19117323578257,0.00141696291784184,0.00663643568487917
"50","ENSG00000273017",11.4063469875248,0.698190818394683,0.252056485371769,2.76997759992127,0.00560601479183408,0.0194508467841312
"51","ENSG00000261215",34.3690683183411,0.343722469462143,0.131905508879435,2.60582345940012,0.00916536882073221,0.0286259570202184
"52","ENSG00000154719",372.49850940156,-0.131122397281243,0.0552580843022967,-2.3729088501136,0.0176486186302014,0.0478921810327675
"53","ENSG00000267414",41.1944317455138,-0.384234890270548,0.158699258535502,-2.42115113716547,0.0154714433033471,0.0432622599414777
"54","ENSG00000175322",237.149437331869,-0.549217363839866,0.118726683346045,-4.62589662543758,3.72981305557442e-06,7.80206463156912e-05
"55","ENSG00000101160",1327.73268756165,0.447958259656144,0.11239462638607,3.9855843118107,6.73142693037034e-05,0.000656896507591601
"56","ENSG00000266968",2.96539791396005,-1.13881433140954,0.37765509234315,-3.01548782076205,0.00256566242692304,0.0105010797880829
"57","ENSG00000166145",28.2853118302566,0.541654883328011,0.178866491148444,3.0282635939813,0.00245963439696098,0.0101571018754686
"58","ENSG00000259548",1.15602951730601,-1.794093003335,0.655207047603404,-2.73820773127728,0.00617750419380361,0.0209679769517051
"59","ENSG00000231133",63.239544934476,-0.514751426305454,0.180961282735297,-2.84453900041376,0.00444757407190978,0.0162384691144068
"60","ENSG00000270112",86.5014068512,-0.688301267611796,0.173408025259653,-3.96925843876698,7.2096653732133e-05,0.000688708597662034
"61","ENSG00000225978",382.740139116747,-0.458319883606136,0.171986927986648,-2.6648530151182,0.00770219792965916,0.0248976959426365
"62","ENSG00000088881",774.805354072224,0.658645925661966,0.15118903618399,4.35643974117558,1.32195064611657e-05,0.000194113408341896
"63","ENSG00000154721",1541.92439547026,0.363337034710338,0.120951638119183,3.00398605889335,0.00266467534736645,0.0108085364874589
"64","ENSG00000235387",59.0480643703922,0.620570718235339,0.200480985650092,3.09540935377507,0.00196541437675893,0.00854664170562623
"65","ENSG00000185088",815.474486912245,0.3932411517027,0.101365168171584,3.87945049365527,0.000104692705321103,0.00091660996396658
"66","ENSG00000170122",32.9043269225199,0.637501897187064,0.175069351184482,3.64142491460591,0.000271133205901668,0.00185187647050737
"67","ENSG00000260619",3.26400892264651,-1.14241492259861,0.373648753833473,-3.05745679833782,0.00223223815797223,0.00942418571340679
"68","ENSG00000175063",7.0144804740343,1.74554918331,0.453929342757986,3.84542046280679,0.000120345897468623,0.00101517889344842
"69","ENSG00000167220",1332.93553144313,-0.320876477626913,0.0728721630374602,-4.40327917070288,1.06626813117537e-05,0.000167831739154981
"70","ENSG00000124103",2.85119919557799,0.953247537394906,0.34078404684588,2.79721878479251,0.00515446163463004,0.0182664967313076
"71","ENSG00000104047",1047.96490563603,-0.231934326903723,0.0713146096122427,-3.25226946014027,0.00114487428607115,0.00561270159707898
"72","ENSG00000140564",1916.32031023495,0.29682828985878,0.0795248500508782,3.7325224715152,0.000189571778636469,0.00142526732324573
"73","ENSG00000140157",663.38172865629,-0.347967924333132,0.0991130846665468,-3.5108172195813,0.000446731448176789,0.00272750517496928
"74","ENSG00000261553",74.0890555651674,-1.0471772264044,0.250979726367725,-4.17235782969227,3.01463703185364e-05,0.000360842413851368
"75","ENSG00000087510",44.2832757453133,1.13924028450032,0.213931825180968,5.32524921683168,1.00814720021816e-07,6.06368425438697e-06
"76","ENSG00000225511",8.88198651961041,0.859097296554169,0.26147619097761,3.28556605227484,0.0010177767623586,0.00511669063234366
"77","ENSG00000124205",110.127711025486,-0.717547659014165,0.212860449232446,-3.37097690811784,0.000749021359740973,0.00404062131280888
"78","ENSG00000128917",349.417829553905,0.958493016119479,0.187623634649324,5.10859422327545,3.2456454073373e-07,1.37641989706084e-05
"79","ENSG00000180777",120.974465315552,-0.664171916717766,0.232242673362965,-2.85981859879709,0.00423883398423296,0.0156526874659269
"80","ENSG00000101144",1415.05489532659,0.4499092034937,0.119540341658816,3.76366001008931,0.000167444501509603,0.00130438138539399
"81","ENSG00000172785",256.38394909684,-0.318365643227575,0.121129628001125,-2.62830529971261,0.00858114626344414,0.027216247271131
"82","ENSG00000261610",2.11042602072297,1.75639383443584,0.416738125243972,4.21462239243791,2.50196442764177e-05,0.000312393062779676
"83","ENSG00000227676",3.59911357415359,1.80654619013394,0.401760859247929,4.49657090418334,6.90581572474899e-06,0.000122906538386455
"84","ENSG00000234104",2.62771035207119,1.1733077826661,0.400705505601005,2.92810497052267,0.00341034886313497,0.0132088663691134
"85","ENSG00000132635",1554.20586757078,0.37497024487974,0.0960762832431487,3.90283878832792,9.5071028436689e-05,0.000853007124151169
"86","ENSG00000179523",445.296137916201,-0.209051689967084,0.0647616429390062,-3.22801708665688,0.00124651528277916,0.00598266718279925
"87","ENSG00000204837",59.5391106624577,-0.576084306394817,0.183024738047965,-3.14757618308321,0.00164630199606713,0.00746110524746517
"88","ENSG00000165209",1185.74387066728,-0.481171281005371,0.112549375697803,-4.27520168834455,1.90964340152803e-05,0.00025453706063461
"89","ENSG00000182511",388.27607829863,0.761484128297882,0.145467103468158,5.23475143274965,1.65207039930844e-07,8.4602369292887e-06
"90","ENSG00000170113",3123.35795169607,-0.251147658607649,0.0882508372298993,-2.84583882137449,0.00442946087128126,0.0161988633602053
"91","ENSG00000228824",61.2672000573405,-0.801418138579023,0.249432391897234,-3.2129673795904,0.00131371209307888,0.00624718148861622
"92","ENSG00000259932",4.63424120667083,-0.573182756356221,0.237638450030406,-2.41199501294038,0.0158654985377523,0.0440526935662563
