"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSG00000232849",0.0131448805783119,0.310957914930379,2.98838654887138,0.104055452614662,0.917125342543069,NA
"2","ENSG00000229558",5.12470897978914,-0.0862001917579689,0.291232631931598,-0.295983974001289,0.767242320246487,0.841868232396509
"3","ENSG00000232977",26.0172460507071,-0.229062470243826,0.154179321566851,-1.48568866379728,0.137361490507232,0.239233981181
"4","ENSG00000227893",0,NA,NA,NA,NA,NA
"5","ENSG00000238230",19.5692655209029,-0.12107539369306,0.307600010685314,-0.393613099763267,0.693866708211633,0.786280874453274
"6","ENSG00000227640",255.73968833845,0.318787342244534,0.133445209191237,2.38890061454126,0.0168988730911673,0.0462530229961573
"7","ENSG00000260962",0.559798086370605,-0.917857214106224,0.673873265740539,-1.36206206829939,0.173178297848803,NA
"8","ENSG00000228741",2.3777211945884,0.145003241202038,0.524978037570432,0.276208204581481,0.782388155927358,0.852712969305683
"9","ENSG00000247400",179.980860735247,-0.176638185789931,0.0871814647296988,-2.02609793650047,0.0427547495257822,0.0956355080306284
"10","ENSG00000261498",0.33857343021127,-0.437424195417961,1.06242154160014,-0.411723763393525,0.680541905293607,NA
"11","ENSG00000243300",0.446541425327211,-1.01894313698271,0.681841906590346,-1.49439793467387,0.135071641079485,NA
"12","ENSG00000243008",6.0282602282811,-1.08559789921704,0.327361981496208,-3.31620029380112,0.000912504038372611,0.00470064061332965
"13","ENSG00000272329",1.13496191477945,-0.393711434612673,0.529454402092953,-0.743617265351496,0.457108054999083,0.588473093691159
"14","ENSG00000233124",0.378777331913522,-1.33764238874842,0.904285512501562,-1.47922572047853,0.139079997531358,NA
"15","ENSG00000226134",1.62021047359355,-0.46987942770043,0.43233092663295,-1.08685129551086,0.277102533815858,0.407830767758674
"16","ENSG00000270725",0.470791389280152,-0.742292144487297,0.685464296848386,-1.08290416860542,0.278850961405841,NA
"17","ENSG00000269189",0.240770833672558,0.237672570494722,1.20330060157704,0.197517204082862,0.84342281971298,NA
"18","ENSG00000234056",65.6121500532465,1.02732867894269,0.274220507026432,3.74635978207009,0.000179419216089579,0.00136884379443185
"19","ENSG00000225105",1.43785963716586,0.185581764619238,0.562158292447845,0.330123680665008,0.741306510748208,0.822482720258566
"20","ENSG00000260509",12.4743486994038,-0.56476071538903,0.221943641818697,-2.54461317639537,0.0109398853460526,0.0328226793586901
"21","ENSG00000231983",0.20890686576145,-0.12489604892748,1.26396681510533,-0.0988127595083035,0.921286937454051,NA
"22","ENSG00000228889",21.6371272168444,-0.412404071182562,0.162359635121164,-2.54006527468971,0.0110831781660588,0.0331571856020947
"23","ENSG00000234168",0.0525718690606897,0.44437232822858,2.98838654887138,0.148699748496862,0.881790559702065,NA
"24","ENSG00000229609",0.213512863691048,-0.770630962838838,1.38994981418108,-0.554430782303367,0.5792840643071,NA
"25","ENSG00000260704",0.0929701871127656,0.34714625729364,1.76051299676282,0.197184717143221,0.843682989780272,NA
"26","ENSG00000224356",4.79270865232455,0.141380470550466,0.330578845267408,0.427675492774204,0.668887394797405,0.768360596933449
"27","ENSG00000229599",0,NA,NA,NA,NA,NA
"28","ENSG00000224329",0.0816729857525402,-0.0852085326269824,1.99655432571843,-0.0426777932007042,0.96595838189625,NA
"29","ENSG00000243319",4.88410198916237,-0.365484938682563,0.323207401851422,-1.1308062147988,0.258136663594748,0.386333152511219
"30","ENSG00000122043",0.115290671305758,-0.152051976225415,1.54312823089854,-0.0985348937183774,0.921507565582871,NA
"31","ENSG00000272143",87.9346203992009,0.198837907561442,0.196496649507677,1.01191500241674,0.311578695443429,0.44482268486838
"32","ENSG00000266505",0.0401467750270675,0.0147339066983175,2.98838654887138,0.00493038850810048,0.99606613506851,NA
"33","ENSG00000224511",1.73850292167816,-0.169387305831765,0.402254908798897,-0.421094440680769,0.673686120926681,0.77199423388648
"34","ENSG00000232117",3.37338444167133,-0.590495224894291,0.358057790659496,-1.64916178420996,0.0991144948066161,0.185539531488581
"35","ENSG00000272542",11.7974897698735,-0.164127946270709,0.211730699695396,-0.775173116165154,0.438237371633745,0.571223919455127
"36","ENSG00000236463",2.313479346511,0.825001141441055,0.418184918601401,1.97281418995269,0.0485167358792879,0.105629588503658
"37","ENSG00000234551",0.0230486589475961,0.0803101357220204,2.98838654887138,0.0268740788410894,0.978560168136628,NA
"38","ENSG00000238121",28.3891697412227,-0.16988534360452,0.182146675732661,-0.932684293694508,0.350982996647435,0.485747581503331
"39","ENSG00000226620",6.46626810162232,-0.788708107009485,0.36476923851118,-2.16221112895547,0.0306019061173688,0.0736324454262443
"40","ENSG00000225039",0.931913960615441,0.190489686328576,0.538662353652577,0.353634674925578,0.723612684590439,0.808927674433002
"41","ENSG00000233532",42.575478558357,-0.805999684786963,0.223943536415118,-3.59912010719034,0.000319295703664145,0.00209670914437063
"42","ENSG00000272274",4.88498158313744,-0.289844068278414,0.326841963991261,-0.886801880453034,0.375185575035181,0.510650309705942
"43","ENSG00000230156",10.6756592349593,-0.218954984462245,0.289380120538335,-0.756634505697635,0.449268862770048,0.581137544222927
"44","ENSG00000237879",14.3276960718564,-0.850836051895755,0.28970609232856,-2.9368938880678,0.00331517517750405,0.0129209116189455
"45","ENSG00000227248",1.40269227999642,0.00478141183979913,0.46275924932504,0.0103323960499398,0.991756087400411,0.995179197869539
"46","ENSG00000236094",1.98683565374433,-0.571931378026228,0.433536142109036,-1.31922421794856,0.187094164146738,0.30289111140159
